artist_id,artist_name,artist_country
AR1DC0611A348EFB30,Statues,Canada
AR1E4V11187B99F400,Telecast,United States
AR1GW0U1187B9B29FD,Prince With 94 East,United States
AR1GYND1187B9A9CD3,Diesel Boy,United States
AR1IY3B1187B98B384,Joanna Connor,United States
AR1J7881187B9959D8,First Blood,United States
AR1JD6E1187FB5696C,James Last,Germany
AR1JGQT1187FB56878,Jo-El Sonnier,United States
AR1N6N61187FB4E25E,Mongo Santamaria,Cuba
AR1NT3H1187B99F67B,Skrape,United States
AR1PCLK1187FB5BBFF,Angelo Badalamenti,United States
AR1PNWN1187FB4A404,El Gran Combo De Puerto Rico,United States
AR1Q25M1187B9B0D73,De La Soul / MF Doom,United States
AR1RHCO1187B9AF0BF,Vince Guaraldi Trio,United States
AR1RMYB1187FB5A59E,Incubus,United States
AR1RNCJ1187FB3D227,Fastball,United States
AR1S5O61187B9898AC,Chris Eaton,United States
AR1SFKQ1187B98AF13,Lauren Wood,United States
AR1SYBE1187B992798,Kira,Germany
AR1VB2W1187B9901C5,Rod Piazza & The Mighty Flyers,United States
AR1VWD91187FB4CE99,The Animals_ Sonny Boy Williamson,United Kingdom
AR1W3MA1187B99E6D8,Danny Wright,United States
AR1WC0X1187B991056,Jefferson Starship,United States
AR1WU211187FB57E2B,Terry Riley,United States
AR1XE381187FB4C685,Kane,United States
AR1XVTM1187B996D57,I Nuovi Angeli,United States
AR1XZ0N1187B9941D5,Noah Lewis,United States
AR1Y2PT1187FB5B9CE,John Wesley,United States
AR1Y37Q1187B9B66D2,Suicide,United States
AR1ZNJO1187B993E46,Cadet,United States
AR1ZZOW1187B99BA84,Bumblefoot,United States
AR20BO61187B9B880E,Patton Oswalt,United States
AR21YNH1187FB49649,Ms. Dynamite / Bounty Killer,United Kingdom
AR223M11187B9ADDD6,Marty Robbins,United States
AR22R8A1187FB46B9E,Shanadoo,Japan
AR23EC41187FB4805D,The American Boychoir,United States
AR23F7J1187B9A550F,Al Dexter,United States
AR243ZT1187B9A98D2,Otis Spann,United States
AR25LGJ1187B9B2492,Sir Douglas Quintet,United States
AR27XEH1187FB4EC83,Les Blaireaux,France
AR280881187B98BA28,YGGDRASIL,Sweden
AR2AGLK1187B9AAAD0,Year Long Disaster,United States
AR2B3VQ1187FB54129,Jeff Johnson,United States
AR2BG0R1187FB398C3,Dax Riggs,United States
AR2C9UQ1187B98E69F,Roy Roberts,United States
AR2CM6U1187B999EB7,Basic Channel,Germany
AR2DKN01187FB3AA39,Wesley Tuttle,United States
AR2EBRG1187B9B07C8,Old Man's Child,Kingdom of Norway
AR2FJV21187B98EBE3,Legacy Five,United States
AR2G8SU1187FB4A871,James Carter,United States
AR2G8UI1187FB3F33C,Barbara Fairchild,United States
AR2HFII1187FB378BC,Jaydee,United States
AR2J2WF1187FB46271,Francis Dunnery,United Kingdom
AR2JD2Z1187B998A90,Ethel Merman,United States
AR2K2CM1187B98D4F1,Fran Perea,Spain
AR2N0221187FB48FB8,David Robertson,Australia
AR2O3B51187B98CD94,Cece Winans,United States
AR2RVGR1187B9B3219,Robin Frederick,United States
AR2VJMU1187B9947AF,Donna Fargo,United States
AR2VROU1187FB532D7,The Tokens,United States
AR2XH7R1187B998D30,Renato Borghetti,Brazil
AR31D7E1187FB3BC62,Valient Thorr,United States
AR31G891187FB3892D,Laid Back,Denmark
AR336PG1187FB3DC6E,Oceansize,United Kingdom
AR358YS1187FB44A29,The Jordanaires,United States
AR35YUO1187B9AD83E,Wet Wet Wet,United Kingdom
AR36F9J1187FB406F1,Bombay Rockers,Denmark
AR37E341187B989A3E,Wilshire,United States
AR37K6O1187B9AD049,Savoy Brown,United Kingdom
AR37XMN1187B9AC408,Lighthouse Family,United Kingdom
AR392MV1187FB3C3FE,Connie Francis,United States
AR3AIEI1187B992D8D,Marilyn Horne / Wiener Opernorchester / Henry Lewis,United Kingdom
AR3C3C01187B98E800,Kai Winding,Denmark
AR3D0BI1187B98A11F,Gian Marco,Peru
AR3DCWS1187B9A4416,Cartel,United States
AR3DWG81187B98E3FA,Papoose,United States
AR3DYAD1187FB3964E,Chet Atkins,United States
AR3EABF1187B98AD35,Sophie Tucker,Russia
AR3EVEE1187B9994B7,Abijah,Jamaica
AR3GE071187B9A6D71,Johannes Linstead,Canada
AR3GYKU1187B996AB9,Jim Kweskin,United States
AR3J4WZ1187B9B17ED,Gall_ France,France
AR3JLWI1187FB37141,Darko,United States
AR3JMC51187B9AE49D,Backstreet Boys,United States
AR3KGPQ1187FB53C84,L7,United States
AR3L4P91187FB42189,Dann Huff,United States
AR3MSAN1187B98F06B,OutKast,United States
AR3N2H11187B98AFBA,Sivuca,Brazil
AR3NPVS1187FB5108F,Ministry of Sound,France
AR3O0021187B999BC8,Radio Moscow,United States
AR3O66A1187FB39519,Sinch,United States
AR3OS8N1187B9A5F87,deadboy & the Elephantmen,United States
AR3OYPP1187B9952E3,Humanzi,Ireland
AR3PN3R1187FB4CEBD,Horace Andy,Jamaica
AR3Q3QT1187FB396E7,Sanna Nielsen,Sweden
AR3QFYG1187B992B2E,Michelle Wright,Canada
AR3QRJ91187B98E4C2,Jacques Dutronc,France
AR3SEQM1187B98E9E8,Kix,United States
AR3TG3X1187FB4D577,Atari Teenage Riot,Germany
AR3UJPY1187FB5017B,Patience Dabany,United States
AR3YJMO11C8A42B348,Vulture Industries,Kingdom of Norway
AR41ESB1187FB360B1,Gloria,Bulgaria
AR43KFF1187B9B74B1,Little Freddie King,United States
AR45KNL1187B992E53,Dr. Elmo,United States
AR46CAD1187FB4D84B,Bad Religion,United States
AR47DOS1187B996105,Kellie Coffey,United States
AR47JEX1187B995D81,SUE THOMPSON,United States
AR47RVG1187B995CE7,D:Fuse,United States
AR49A9P1187FB3BBBF,Saigon Kick,United States
AR4ABL21187FB3913A,Richard Burton,United States
AR4AEIP1187FB4030A,Wamdue Project,United States
AR4C6V01187FB3BAF4,Moonspell,Portugal
AR4EQ231187B99368F,The Fray,United States
AR4FGSF1187FB528BE,Mat Kearney,United States
AR4G2AQ1187FB59D5B,Indica,Finland
AR4GJ3V1187FB4245B,Zapp,United States
AR4IWYN1187FB47DF6,Strata,United States
AR4IYQR1187B98F8F3,Off Broadway,United States
AR4K59J1187FB3759B,Soular,United States
AR4NREB1187B9AEDAC,Mink DeVille,United States
AR4O3MM1187FB3DF77,Gisselle,Puerto Rico
AR4OU721187FB4549D,Paramore,United States
AR4PCIG1187B98D07D,Ellen McIlwaine,United States
AR4PQ891187FB5CA9F,Dionne Warwick,United States
AR4R0741187FB39AF2,Bow Wow Wow,United Kingdom
AR4R1FL1187FB55C3B,Death From Above 1979,Brazil
AR4R84C1187FB3EC16,Shelly Manne,United States
AR4UJ7O1187B994010,Buddy Johnson,United States
AR4W2E01187FB416AC,Saga,Canada
AR4W9EZ1187B99282A,Kenny Neal,United States
AR4WS1U1187FB5B02E,Bobby Russell,United States
AR4YE5M1187B9934ED,The Cannanes,Australia
AR4YKRO1187B9B7829,The Red Jumpsuit Apparatus,United States
AR50Z881187B9BA197,Jack Sheldon,United States
AR52EZT1187B9900BF,Alicia Keys,United States
AR52QY11187B99FC59,Anthony Cruz,Jamaica
AR553M51187B98BCE7,Renee Rosnes,Canada
AR557N41187FB3E67F,Swallow The Sun,Finland
AR56CNM1187B99442A,Judas Iscariot,United States
AR56P361187B9AC4DB,Gary Moore,United Kingdom
AR56UY11187FB46D49,Lightnin' Slim,United States
AR573WK1187FB47167,The Balustrade Ensemble,United States
AR576O51187B990C30,Tampa Red,United States
AR58JT11187B9AF4CC,Carpenters,United States
AR58SJE1187B9A8E4C,J. B. Lenoir,United States
AR5995Z1187B9A112B,The Tarriers,United States
AR59C6A1187B9B2143,The Cat's Miaow,Australia
AR5BX3Y1187FB39E93,Slightly Stoopid,United States
AR5DXUU1187B9B0E42,Falco,Austria
AR5EQRI1187FB41287,Kuba,Latvia
AR5GMAV1187FB3A8F5,Chris Clark,United States
AR5J8N51187FB54ED9,Joe Heaney,United States
AR5KOSW1187FB35FF4,Elena,Czech Republic
AR5LZJD1187FB4C5E5,Britt Nicole,United States
AR5M35O1187B9A0D74,SOL,United States
AR5M3681187B998D11,Edwin Hawkins,United States
AR5M4GN1187FB3F2F6,Bruce Robison,United States
AR5MK521187B98E0B8,Heaven 17,United Kingdom
AR5N8VN1187FB37A4E,Soundgarden,United States
AR5O6W51187FB46984,SNAP!,Germany
AR5OQSV1187B9953AF,Eastmountainsouth,United States
AR5RVV91187B9A4238,Luisito Rosario,United States
AR5S26K1187B9A3141,Chantal Chamandy,Egypt
AR5TQ1T1187FB59492,Cornell Campbell,Jamaica
AR5WPYF1187B9B40DA,VHS Or Beta,United States
AR5ZGC11187FB417A3,Big Mountain,United States
AR5ZI3K1187FB38BE0,Jim Kweskin_ The Jug Band,United States
AR5ZJLK1187B9B3A8E,John D. Loudermilk,United States
AR5ZVJ91187B99083A,Soulwax,Belgium
AR5ZY7R1187B996302,The Continentals,United States
AR63RWN1187FB3E89A,Robert Lockwood_ Jr.,United States
AR64N1H1187B996199,Edgar Bori,Canada
AR68V7Z1187B9A2FCA,Polkaholix,Germany
AR695PK1187B996E35,The Jeremy Spencer Band,United Kingdom
AR69GPS1187B99E556,SUMO,United States
AR6BAYL1187B9AC66F,Al De Lory,United States
AR6BHP31187FB365E1,Sonny Terry,United States
AR6BUE51187B9B5D71,Markus,United States
AR6BUYW1187B98E221,Earl Hooker,United States
AR6C6VO1187FB4E267,Tora Tora,United States
AR6CFZ71187B99AE5B,He Is Legend,United States
AR6D5OM1187B993D9E,Rhinoceros,United Kingdom
AR6DGPH1187B998587,David Evans,United States
AR6FS351187B9892B7,Midge Ure,United Kingdom
AR6GJDZ1187B991E46,KALIMBA,Mexico
AR6GSIE1187B98C3C7,Ned Miller,United States
AR6HAZT1187FB4A3AA,Roy Buchanan,United States
AR6HEHH1187B9985F9,Russ Morgan,United States
AR6HLKR1187B9A735A,Stimulator,United States
AR6IJJ41187B98C872,Bobby Pulido,United States
AR6IRG41187B9A4D98,Ec8or,Germany
AR6J3X81187FB59A7B,Matisyahu,United States
AR6KNZ01187B9A35D1,Justo Almario,United States
AR6LOPL1187FB4DABE,Mirah,United States
AR6MUJ91187B99DAAA,Event Horizon,Mexico
AR6OTKA1187B9B6697,32 Leaves,United States
AR6QQY41187B990574,Danny Wilson,United Kingdom
AR6RG8J1187B9A815C,The Frantic,United Kingdom
AR6RXJD1187B9B8B23,Grace Gale,United States
AR6TD9K1187B9A207D,Sister Rosetta Tharpe,United States
AR6TKMQ1187B9ACEDA,Barry Mann,United States
AR6TZJQ1187B9AD572,Pierre Boulez,France
AR6UQ8H1187B99DA9E,Chacho,United States
AR6UVLC1187B9B4D4C,Suzi Quatro,United States
AR6W5MS1187FB3BF47,Little Feat,United States
AR6WICD1187B998708,Christian McBride,United States
AR6XZ861187FB4CECD,The Beatles,United Kingdom
AR6Y8JF1187B9BA1D5,Jimmy Witherspoon,United States
AR7358P1187B9B6880,Lexi,United States
AR74W1A1187FB5ACFC,Devanic,Austria
AR76YOD1187FB46B24,Joshua Rifkin,United States
AR77B521187FB4CC70,Lennie Tristano,United States
AR77FBJ1187FB49D8D,Rance Allen Group,United States
AR78WG01187B98E404,Johnny Pacheco,Dominican Republic
AR78ZID1187B9B31ED,Mikey Dread,Jamaica
AR7AOEJ1187FB3D279,Little Milton,United States
AR7BMMV1187FB5B2D7,Robben Ford,United States
AR7BPLI1187FB4A306,Anthony Blea Y Su Charanga,United States
AR7CKG21187B9AD40F,Tijuana Hercules,United States
AR7EF9H1187FB4D8A3,Rod Bernard,United States
AR7EL201187B9B85D9,Henry Lee Summer,United States
AR7FDIB1187B99AC5F,The Equals,United Kingdom
AR7G0NH1187FB42E47,Gus Cannon,United States
AR7GOK91187FB455F5,Jean-Jacques Goldman,France
AR7GUNF1187B990CCF,Between The Buried And Me,United States
AR7ISJJ1187B9B2CD6,Danny Barnes,United States
AR7IYVY1187B9A2648,bel canto,Kingdom of Norway
AR7JPF81187B988D23,Charlie McCoy,United States
AR7KKE01187FB3D87B,Russell Malone,United States
AR7MNIX1187B9A2A68,Tyrone Wells,United States
AR7N7MI1187FB46935,Sade,Nigeria
AR7OCK81187B98D1F1,Debbie Davies,United States
AR7OEB71187B995A17,Henri Pousseur,Belgium
AR7Q6QB1187B98A864,Amilcar,United States
AR7QAHN1187FB35F8B,Groucho Marx,United States
AR7S48C1187B99711E,Zuzu Bollin,United States
AR7SF1N1187B9A91D1,John Berry,United States
AR7TTCH1187FB3F95C,Leon Russel,United States
AR7TTS41187B9B42D3,R.L. Burnside,United States
AR7UBXR1187B9AA0FB,Musical Youth,United Kingdom
AR7V3VQ1187B9A08AA,At All Cost,United States
AR7W7Z01187B998286,Dark new Day,United States
AR7XU1L1187B98D481,DMZ,United States
AR80BY41187B98DECF,Albert King,United States
AR80OOA1187B98E726,Love Jones,United States
AR80YG31187FB58A13,The Bronx Horns,United States
AR82DJK1187B991107,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,United States
AR82GTS1187FB5662F,Mary Black,Ireland
AR8360R1187FB47C18,Cass Fox,United Kingdom
AR84AQE1187B98AD9C,Washboard Sam,United States
AR84BEJ1187FB58F65,David Raksin,United States
AR858UO1187FB437B4,Precious Bryant,United States
AR85E3Q1187B997BCA,Benny Spellman,United States
AR86QIW1187B9AD8F0,Clarence Fountain,United States
AR88F5X1187FB3EA17,Loretta Lynn,United States
AR89DTT1187B9A7ED5,Suzanne Ciani,United States
AR8ANXA1187B98BFC3,Hellsongs,Sweden
AR8AZTM1187FB3FB9C,Julio Iglesias Jr.,Spain
AR8BMEQ1187B9B4214,Pumpkin Buzzard,United States
AR8CT8U1187FB4D803,Dexys Midnight Runners,United Kingdom
AR8FMEN1187FB4A657,Lizzy Borden,United States
AR8GEH21187FB4F83E,6CycleMind,Philippines
AR8H87D1187FB3A841,Glen Campbell,United States
AR8HQBB1187B99F7BB,Shai Hulud,United States
AR8I87E1187FB57E2E,Andrae Crouch,United States
AR8ICFK1187FB5A3A0,Rance Allen Group,United States
AR8IS591187B9981AE,Elton Britt,United States
AR8J32V1187FB4F874,Dimitri Tiomkin,Ukraine
AR8K6F31187B99C2BC,Go Fish,United States
AR8L3QV1187FB4C0BB,Bruno Sanfilippo,Argentina
AR8LD3R1187FB4D08F,C.C. Adcock,United States
AR8M6LC1187B998D48,Motograter,United States
AR8PL5L1187FB37A10,A Perfect Murder,United States
AR8Q4RZ1187FB46BDC,T-Bone Walker,United States
AR8RXRI1187FB4104B,The Roots,United States
AR8SBT41187B9A5FD9,Total Fucking Destruction,United States
AR8SRQ31187FB4D477,Ten Years After,United Kingdom
AR8UA7Z1187B9AD9C9,Étienne Daho,France
AR8V1WA1187B9AD9E9,The White Stripes,United States
AR8W8DN1187FB35ED0,The Germs,United States
AR8WHEJ1187B98CDCA,Dee Clark,United States
AR8XG9J1187FB418C1,Jerry Butler,United States
AR8YUQT1187FB531D0,Montrose,United States
AR8YV1I1187FB45D2B,Rory Block,United States
AR8ZTV41187FB3F311,James Scott Skinner,United Kingdom
AR90X8J1187B995250,Caramell,Sweden
AR91C8S1187B990901,Bruce Springsteen,United States
AR91DZT1187FB4C599,Frost,United Kingdom
AR91GW21187FB4F642,Roger Miller,United States
AR93D4D1187FB3ACAD,J.J. Cale,United States
AR93K7R1187B9AC92A,Black Debbath,Kingdom of Norway
AR93RTI1187B98ECFB,Mance Lipscomb,United States
AR93WAA1187FB42116,Cassie,United States
AR95F611187B99CE1C,Anita Kerr,United States
AR95QS71187FB3F49A,Joi,United States
AR9788H1187B9A05D1,Outerspace,United States
AR97EHA1187B98AD5F,Blind Blake & The Royal Victoria Hotel Calypsos,United States
AR99OWM11C8A4149FD,Arco Iris,Switzerland
AR9AM2N1187B9AD2F1,Inspiral Carpets,United Kingdom
AR9AN471187B99E0DA,Scott Wesley Brown,United States
AR9DO2O1187FB53637,ColdWorld,Germany
AR9EZGO1187B9A401F,Jan Howard,United States
AR9G2A41187B99951A,Las Niñas,Canada
AR9ILJF1187B9B80ED,Gabriel Yared,Lebanon
AR9JLBU1187B9AAEC4,Danny Williams,South Africa
AR9K6SJ1187B989A32,Cassius Clay,United States
AR9KWJK1187FB4A531,Willie Rosario,Puerto Rico
AR9LJ9D1187FB4303D,Sean Kingston,Jamaica
AR9LT7R1187FB4543A,Darden Smith,United States
AR9M9XY1187B98B2F8,Abbott & Chambers,Egypt
AR9N3N31187B9B87CC,Hunters,United Kingdom
AR9NA5G1187B98F460,The Raconteurs,United States
AR9O0LF1187B99D0D1,Aisha Duo,United States
AR9O98A1187FB39621,The Strokes,United States
AR9OLFX1187B9A5762,Bob Wills,United States
AR9OTFC11C8A415220,D.A.D.,Denmark
AR9RTS51187B996CC8,John Legend [feat. Buju Banton],United States
AR9ST641187B99B4DE,Cal Tjader,United States
AR9SU0S1187FB53D0F,Easy Star All-Stars,United States
AR9VEMN1187FB4D75B,Caspa,United Kingdom
AR9VI9M1187FB410CC,To My Surprise,United States
AR9YQN31187FB45B34,James Darren,United States
ARA0JEL1187B998FA3,Dub Wiser,Canada
ARA0YAE1187B9B1D16,John Brown,United States
ARA26TC1187B9B8505,Bukue One,United States
ARA2CR31187FB36A39,The Kitchen,Canada
ARA2ZTN1187B98E3ED,This Moment,United States
ARA65601187FB57BD9,Roger Sanchez,United States
ARA6QLT1187FB4CB89,Dan Hicks,United States
ARA7EEC1187FB4C392,Snowgoons,Germany
ARA7WV51187FB532B0,GG Allin,United States
ARA82JG1187FB36131,Charlie Haden & Chris Anderson,United States
ARA8O8L1187B9AD61D,Professor Longhair,United States
ARAAP251187B99DDE0,Guaco,Venezuela
ARADC5W1187B993322,Dottie Rambo_ The Whites,United States
ARAG1DX1187B98BB10,Ben Sidran,United States
ARAH4TU1187FB51D28,Bill Laswell,United States
ARAHILU122988FD7D1,Mind Furniture,United States
ARAJ5XN1187B9B578B,Jimmy Johnson,United States
ARAJPHH1187FB5566A,The Shangri-Las,United States
ARAK3HK1187FB51B38,The Stems,Australia
ARAKARO1187B9A1EB6,George Michael,United Kingdom
ARAKX8D1187B98CCE2,Bob Cheevers,United States
ARALEAC1187B9902A8,Rubyhorse,Ireland
ARALP6I1187B989E27,The Shirelles,United States
ARALUUG1187FB58696,Irma Thomas,United States
ARAOADX1187B98AED3,Dwight Twilley,United States
ARAOPEF1187B995099,Percy Mayfield,United States
ARAPI451187B9B6E6F,John Michael Talbot,United States
ARAPLFD1187B98DABD,Robin Fox,United States
ARAQOK81187B98DD4A,Ginny Owens,United States
ARASJQK1187FB5B9D1,Buddy Jewell,United States
ARASSX21187FB528B7,Bizarre Inc,United Kingdom
ARASWKT1187B9923B7,Felix Slatkin/Concert Arts Symphonic Band,United States
ARASYMJ1187B9ACAF2,Whitesnake,United Kingdom
ARAU2Q51187FB50D4C,Smiley,United States
ARAVPU21187B993957,Don & Juan,United States
ARAVWPR1187FB4736D,Mac Dre,Colombia
ARAWBUP1187B9B93FC,Casey Bill Weldon,United States
ARB054P1187B9AD32E,Santana,United States
ARB0T441187FB3B064,Grachan Moncur III,United States
ARB1LM61187FB4DDF4,Leroy Van Dyke,United States
ARB29H41187B98F0EF,Terry Callier,United States
ARB2M051187FB56FA9,The Sugarhill Gang,United States
ARB336A1187B9A4583,The MC5,United States
ARB6OGR1187FB4D43D,M83,France
ARB8KZ11187B9A21ED,Steve Harvey,United States
ARB9WJ11187B98BF17,Steve Smith,United States
ARBAW9R1187B98FB6B,Natasha Bedingfield,United Kingdom
ARBBFSA122ECCBD070,089 Clique feat. Minnesota Snipe & Skinny Cueball,Germany
ARBD4QW1187FB42153,Scar Symmetry,Sweden
ARBE9XH1187B9A826F,Joell Ortiz,United States
ARBFCK11187FB4C89B,Brian Eno And David Byrne,United States
ARBFDJW1187B9AD27A,The Fabulous Thunderbirds,United States
ARBGXIG122988F409D,Steel Rain,United States
ARBJC9U1187B9A70AC,Kitty Kallen,United States
ARBJI5N1187FB400D0,Jay & The Americans,United States
ARBKUS51187B98A3AC,Howard Armstrong,United States
ARBLIP81187B98BE0C,Judy Mowatt,Jamaica
ARBM57Q1187B9AF97C,James Horner,United States
ARBNXYA1187FB51C50,Daddy Yankee / Bounty Killer,Puerto Rico
ARBOG0H1187B99F775,MxPx,United States
ARBQPXY1187B98D67B,Kris Kristofferson,United States
ARBR7II1187B9B821E,The Flesh,United States
ARBU6D71187B9B5319,Clarence Gatemouth Brown,United States
ARBUHDB1187FB3E72C,Bobby Vee,United States
ARBUOMY1187B99F2EB,Messy Marv featuring Clover Geez,United States
ARBV2AK1187FB5BA33,Len Barry,United States
ARBWFER11C8A42BA94,The Weegs,United States
ARBYFR71187B99A2A4,Sam Baker,United States
ARBZAIL1187FB5B1C8,Bob Margolin,United States
ARC0MTS1187FB44C21,Toots Thielemans,Belgium
ARC15471187FB4640C,Hurricane,United States
ARC18161187FB4CF4B,Amil,United States
ARC2BFH1187B98F3C8,Pete Miser,United States
ARC3EZO1187B9B9314,Angels,Australia
ARC3JTL1187FB4A1CE,Hawkshaw Hawkins,United States
ARC4O5Z1187B9AE91F,Klimperei,France
ARC6UC81187B989062,Hem,United States
ARC7C241187B990F7F,Becoming The Archetype,United States
ARC95UW1187B9B9A62,Speech,United States
ARCBYJW1187FB51FD8,Major Lance,United States
ARCDCFY122ECCBCC6A,Proficy,United States
ARCDQRB11F4C844880,G.G. Allin,United States
ARCDXI51187FB57A2E,Goose,United States
ARCEEC91187B9AC4FB,Alexander O'Neal,United States
ARCEOW71187B9A5A71,B.A.D.,United Kingdom
ARCF2WB1187FB54132,Lightforce,Australia
ARCH7RE1187FB5B1B9,Red Stick Ramblers,United States
ARCHKD91187B9A0A42,The Ronettes,United States
ARCHVKD1187B9934E9,Bill Perkins,United States
ARCICZN11EB9C810B3,Rising Lion,United States
ARCII0J1187FB3A1B4,The Marx Brothers,United States
ARCIXWX1187FB4F1DF,3 Way Funk,United States
ARCK6OL1187B99B25F,Alas,United States
ARCLCFS1187B9AE476,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,Brazil
ARCLJQZ11E2835CE37,Alvin Youngblood Hart,United States
ARCLLH11187FB48DE0,Jimmie Vaughan,United States
ARCP8YG1187B997D72,Claire Hamill,United Kingdom
ARCP94M1187B9B0F56,Every Time I Die,United States
ARCPN4U1187B9A94B7,Freakhouse,United States
ARCPY7O1187FB5C0B7,RIDDLIN' KIDS,United States
ARCQCYR1187B99367F,Jonathan Edwards / Will Ferrell,United States
ARCQQ3S1187B9A6D98,DJ Primo,United States
ARCSHVZ11C8A41575B,Take It Back!,United States
ARCW5RB1187FB4383F,Jessie Lee Miller,United States
ARCZ20M1187FB49687,Tony Joe White,United States
ARCZN5K1187FB42CF8,Joe Lopez,United States
ARD0FN11187B9B25CD,Bobby Darin,United States
ARD2F1Z1187FB3D27E,Carlton Livingston,Jamaica
ARD2HR71187B99548F,Jimmy Hughes,United States
ARD4LQ61187FB470F1,Little Willie John,United States
ARD5K161187B9AC784,Orbital,United Kingdom
ARD5SR21187B9B5F4A,Irwin Goodman,Finland
ARD6L7O1187B995ADA,Dave Valentin,United Kingdom
ARD7U0O1187FB5531A,Andre Verchuren,France
ARD842G1187B997376,Blue Rodeo,Canada
ARD94MR11C8A42B029,Richie McDonald,United States
ARD9THI1187B98EAD0,Larissa,United States
ARDBSFT1187B9AC9C1,Fountains Of Wayne,United States
ARDC3571187B9988E1,Nu Flavor,United States
ARDCKVJ1187FB54D1F,Syl Johnson,United States
ARDCQM61187B9951CE,Sneaky Sound System,Australia
ARDD9UN1187B98D3A7,Sonny Simmons,United States
ARDDWUI1187FB379F7,Amoral,Finland
ARDE52X1187FB438CD,Billy Pilgrim,United States
